,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue
139932,tt0144084,movie,American Psycho,American Psycho,0,2000.0,101.0,"Comedy,Crime,Drama",40,12,4,7000000,34266564
140354,tt0144528,movie,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,0,2000.0,106.0,"Comedy,Romance,Sci-Fi",40,24,4,84000000,123307945
140772,tt0144964,movie,Highlander: Endgame,Highlander: Endgame,0,2000.0,87.0,"Action,Adventure,Fantasy",40,20,4,25000000,15843608
141269,tt0145487,movie,Spider-Man,Spider-Man,0,2002.0,121.0,"Action,Adventure,Sci-Fi",40,12,4,139000000,821708551
142050,tt0146309,movie,Thirteen Days,Thirteen Days,0,2000.0,145.0,"Drama,History,Thriller",36,11,4,80000000,34566746
142056,tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001.0,100.0,"Action,Adventure,Fantasy",40,24,4,115000000,274703340
142605,tt0146882,movie,High Fidelity,High Fidelity,0,2000.0,113.0,"Comedy,Drama,Music",39,19,4,30000000,47126295
142703,tt0146984,movie,The Legend of Bagger Vance,The Legend of Bagger Vance,0,2000.0,126.0,"Drama,Fantasy,Sport",40,8,4,80000000,39459427
152183,tt0156841,movie,The Next Best Thing,The Next Best Thing,0,2000.0,108.0,"Comedy,Drama,Romance",40,4,4,25000000,24362772
152787,tt0157472,movie,Clockstoppers,Clockstoppers,0,2002.0,94.0,"Action,Adventure,Comedy",40,16,4,26000000,38793283
153871,tt0158622,movie,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,0,2000.0,90.0,"Comedy,Family,Romance",40,24,4,83000000,59468275
154461,tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001.0,106.0,"Action,Drama,Thriller",40,16,4,40000000,91753202
154543,tt0159365,movie,Cold Mountain,Cold Mountain,0,2003.0,154.0,"Adventure,Drama,History",40,8,4,79000000,173013509
155134,tt0160009,movie,The Art of War,The Art of War,0,2000.0,117.0,"Action,Adventure,Crime",40,8,4,40000000,30199105
155246,tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000.0,98.0,"Action,Adventure,Comedy",40,20,4,92000000,264105545
155297,tt0160184,movie,Eye See You,D-Tox,0,2002.0,96.0,"Crime,Thriller",39,7,4,55000000,6416302
155831,tt0160797,movie,Rules of Engagement,Rules of Engagement,0,2000.0,128.0,"Drama,Thriller,War",40,8,4,60000000,71000000
156081,tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000.0,130.0,"Drama,Fantasy,Horror",40,8,4,100000000,155464351
156512,tt0161539,movie,Max,Max,0,2000.0,85.0,Crime,40,8,4,31000000,43967255
157167,tt0162222,movie,Cast Away,Cast Away,0,2000.0,143.0,"Adventure,Drama,Romance",40,4,4,90000000,429632142
157574,tt0162650,movie,Shaft,Shaft,0,2000.0,99.0,"Action,Crime,Thriller",40,16,4,50000000,119318116
157885,tt0162983,movie,Hanging Up,Hanging Up,0,2000.0,94.0,"Comedy,Drama",40,8,4,40000000,36037909
157926,tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001.0,92.0,"Action,Adventure,Sci-Fi",40,16,4,93000000,368780809
158467,tt0163596,movie,Dark Water,Dark Water,0,2001.0,92.0,"Crime,Drama,Mystery",37,8,4,30000000,25473093
158545,tt0163676,movie,The In Crowd,The In Crowd,0,2000.0,105.0,"Drama,Mystery,Thriller",40,8,4,15000000,5217498
158828,tt0163978,movie,The Beach,The Beach,0,2000.0,119.0,"Adventure,Drama,Romance",37,8,4,40000000,144056873
158897,tt0164052,movie,Hollow Man,Hollow Man,0,2000.0,112.0,"Action,Horror,Sci-Fi",40,8,4,95000000,190213455
159011,tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002.0,124.0,"Action,Drama,Thriller",40,12,4,68,193
159036,tt0164212,movie,Under Suspicion,Under Suspicion,0,2000.0,110.0,"Crime,Drama,Thriller",40,24,4,25000000,260562
159147,tt0164334,movie,Along Came a Spider,Along Came a Spider,0,2001.0,104.0,"Drama,Thriller",40,8,4,60000000,105178561
160586,tt0165929,movie,Romeo Must Die,Romeo Must Die,0,2000.0,115.0,"Action,Crime,Thriller",40,12,4,25000000,91036760
160635,tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003.0,86.0,"Adventure,Animation,Family",40,4,8,60000000,26288320
160758,tt0166110,movie,Bones,Bones,0,2001.0,96.0,"Crime,Horror",40,8,4,10000000,7316658
160913,tt0166276,movie,Monkeybone,Monkeybone,0,2001.0,93.0,"Animation,Comedy,Fantasy",38,6,4,75000000,5409517
161408,tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002.0,83.0,"Adventure,Animation,Drama",39,8,8,80000000,122563539
161750,tt0167190,movie,Hellboy,Hellboy,0,2004.0,122.0,"Action,Fantasy,Horror",40,12,4,66000000,99318987
161813,tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003.0,201.0,"Adventure,Drama,Fantasy",37,16,4,94000000,1118888979
161814,tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002.0,179.0,"Adventure,Drama,Fantasy",37,20,4,79000000,926287400
161996,tt0167456,movie,Thunderbirds,Thunderbirds,0,2004.0,95.0,"Action,Adventure,Comedy",40,20,4,57000000,28283637
163106,tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000.0,140.0,"Crime,Drama,Musical",40,4,4,12800000,40031879
163248,tt0168786,movie,Antwone Fisher,Antwone Fisher,0,2002.0,120.0,"Biography,Drama",40,4,4,12500000,23367586
164365,tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000.0,104.0,"Comedy,Family,Fantasy",38,12,4,123000000,345141403
165658,tt0171356,movie,Gun Shy,Gun Shy,0,2000.0,101.0,"Comedy,Crime,Romance",34,4,4,10000000,1631839
165661,tt0171359,movie,Hamlet,Hamlet,0,2000.0,112.0,"Drama,Romance,Thriller",40,8,4,2000000,22279200
165732,tt0171433,movie,Keeping the Faith,Keeping the Faith,0,2000.0,128.0,"Comedy,Drama,Romance",40,4,4,30000000,37036004
166421,tt0172156,movie,Bad Boys II,Bad Boys II,0,2003.0,147.0,"Action,Comedy,Crime",40,20,4,130000000,273339556
166747,tt0172495,movie,Gladiator,Gladiator,0,2000.0,155.0,"Action,Adventure,Drama",40,12,4,103000000,457640436
167790,tt0173568,movie,The Sexy Mysterious Murders,Kiss Kiss Bang Bang,0,2000.0,75.0,Thriller,29,4,4,15000000,15785148
168049,tt0173840,movie,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,0,2001.0,106.0,"Action,Adventure,Animation",40,24,8,137000000,85131830
169296,tt0175142,movie,Scary Movie,Scary Movie,0,2000.0,88.0,Comedy,40,24,4,19000000,278019771
170850,tt0176783,movie,Gossip,Gossip,0,2000.0,90.0,"Drama,Mystery,Thriller",40,8,4,14000000,5108820
171980,tt0177971,movie,The Perfect Storm,The Perfect Storm,0,2000.0,130.0,"Action,Adventure,Drama",40,8,4,120000000,325756637
172048,tt0178043,movie,Stranger Than Fiction,Stranger Than Fiction,0,2000.0,90.0,"Comedy,Thriller",40,8,4,30000000,53653224
173045,tt0179098,movie,Moonlight Mile,Moonlight Mile,0,2002.0,117.0,"Drama,Romance",40,4,4,21000000,10011050
173356,tt0179435,movie,The Proposal,The Proposal,0,2001.0,91.0,"Crime,Drama,Thriller",40,4,4,40000000,317375031
173528,tt0179626,movie,15 Minutes,15 Minutes,0,2001.0,120.0,"Action,Crime,Drama",40,4,4,60000000,56359980
173907,tt0180052,movie,The Adventures of Pluto Nash,The Adventures of Pluto Nash,0,2002.0,95.0,"Action,Comedy,Sci-Fi",40,4,4,100000000,7103973
173927,tt0180073,movie,Quills,Quills,0,2000.0,124.0,"Biography,Drama",40,4,4,13500000,7060876
173947,tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000.0,102.0,Drama,40,8,4,4500000,7390108
175312,tt0181536,movie,Finding Forrester,Finding Forrester,0,2000.0,136.0,Drama,39,4,4,43000000,80049764
175450,tt0181689,movie,Minority Report,Minority Report,0,2002.0,145.0,"Action,Crime,Mystery",38,10,4,102000000,358372926
175495,tt0181739,movie,Osmosis Jones,Osmosis Jones,0,2001.0,95.0,"Action,Adventure,Animation",40,4,8,75000000,13596911
175595,tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003.0,109.0,"Action,Sci-Fi",40,12,4,200000000,435000000
175607,tt0181865,movie,Traffic,Traffic,0,2000.0,147.0,"Crime,Drama,Thriller",40,8,4,48000000,207515725
175617,tt0181875,movie,Almost Famous,Almost Famous,0,2000.0,122.0,"Adventure,Comedy,Drama",40,4,4,60000000,47383689
175716,tt0181984,movie,Boiler Room,Boiler Room,0,2000.0,120.0,"Crime,Drama,Thriller",40,4,4,26000000,28780255
177127,tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000.0,116.0,Comedy,40,12,8,51000000,149270999
177145,tt0183523,movie,Mission to Mars,Mission to Mars,0,2000.0,114.0,"Adventure,Sci-Fi,Thriller",37,13,4,90000000,60874615
177260,tt0183649,movie,Phone Booth,Phone Booth,0,2002.0,81.0,"Crime,Thriller",40,4,4,13000000,97837138
177390,tt0183790,movie,A Knight's Tale,A Knight's Tale,0,2001.0,132.0,"Action,Adventure,Romance",40,4,4,65000000,117487473
178394,tt0184858,movie,Reindeer Games,Reindeer Games,0,2000.0,104.0,"Action,Adventure,Crime",40,4,4,42000000,32168970
178428,tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000.0,110.0,"Action,Adventure,Comedy",37,8,4,55000000,56932305
179510,tt0186045,movie,Drowning Mona,Drowning Mona,0,2000.0,96.0,"Comedy,Crime,Mystery",40,4,4,16000000,15427192
179605,tt0186151,movie,Frequency,Frequency,0,2000.0,118.0,"Crime,Drama,Mystery",40,4,4,31000000,68106245
179989,tt0186566,movie,Space Cowboys,Space Cowboys,0,2000.0,130.0,"Action,Adventure,Thriller",40,8,4,65000000,128884132
180012,tt0186589,movie,Sugar & Spice,Sugar & Spice,0,2001.0,81.0,"Comedy,Crime",37,1,4,11000000,13276953
180302,tt0186894,movie,Bounce,Bounce,0,2000.0,106.0,"Drama,Romance",40,4,4,35000000,36779296
180759,tt0187393,movie,The Patriot,The Patriot,0,2000.0,165.0,"Action,Drama,History",40,4,4,135000000,215294342
181079,tt0187738,movie,Blade II,Blade II,0,2002.0,117.0,"Action,Fantasy,Horror",40,12,4,54000000,155010032
183173,tt0189998,movie,Shadow of the Vampire,Shadow of the Vampire,0,2000.0,92.0,"Drama,Horror",37,1,4,8000000,8279017
183305,tt0190138,movie,The Whole Nine Yards,The Whole Nine Yards,0,2000.0,98.0,"Comedy,Crime",40,4,4,41300000,106371651
183519,tt0190374,movie,Dungeons & Dragons,Dungeons & Dragons,0,2000.0,107.0,"Action,Adventure,Fantasy",40,12,4,35000000,15185241
183658,tt0190524,movie,Left Behind: The Movie,Left Behind,0,2000.0,96.0,"Action,Drama,Fantasy",38,20,2,16000000,19682924
183723,tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000.0,107.0,"Adventure,Comedy,Crime",40,12,8,26000000,71000000
183974,tt0190865,movie,Vertical Limit,Vertical Limit,0,2000.0,124.0,"Action,Adventure,Drama",40,8,4,75000000,215663859
184225,tt0191133,movie,The Fighting Temptations,The Fighting Temptations,0,2003.0,123.0,"Comedy,Drama,Music",37,8,4,15000000,30238577
185123,tt0192111,movie,Head Over Heels,Head Over Heels,0,2001.0,86.0,"Comedy,Mystery,Romance",39,16,4,14010400,10424470
185264,tt0192255,movie,The Little Vampire,The Little Vampire,0,2000.0,95.0,"Adventure,Comedy,Family",40,12,4,22000000,13555988
185607,tt0192614,movie,The Skulls,The Skulls,0,2000.0,106.0,"Action,Crime,Drama",40,4,4,15000000,35007180
185717,tt0192731,movie,Urban Legends: Final Cut,Urban Legends: Final Cut,0,2000.0,97.0,"Horror,Mystery,Thriller",40,12,4,14000000,38574362
186313,tt0193364,movie,The Order,The Order,0,2001.0,89.0,"Action,Adventure,Comedy",40,8,4,35000000,11560806
186314,tt0193365,movie,Orphan,Orphan,0,2001.0,99.0,Drama,37,4,4,20000000,41596251
188070,tt0195234,movie,Saving Grace,Saving Grace,0,2000.0,93.0,"Comedy,Crime",40,8,4,10000000,26330482
188482,tt0195685,movie,Erin Brockovich,Erin Brockovich,0,2000.0,131.0,"Biography,Drama",40,4,4,52000000,256271286
188509,tt0195714,movie,Final Destination,Final Destination,0,2000.0,98.0,"Horror,Thriller",40,12,4,23000000,53302314
188723,tt0195945,movie,Next Friday,Next Friday,0,2000.0,98.0,Comedy,40,8,4,11000000,59827328
188992,tt0196229,movie,Zoolander,Zoolander,0,2001.0,90.0,Comedy,40,12,4,28000000,60780981
191378,tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001.0,92.0,"Adventure,Animation,Comedy",40,24,12,115000000,562816256
191703,tt0199129,movie,The Visit,The Visit,0,2000.0,107.0,Drama,33,8,4,5000000,98450062
192149,tt0199626,movie,In the Cut,In the Cut,0,2003.0,119.0,"Mystery,Thriller",40,12,4,12000000,23
192240,tt0199725,movie,Love & Basketball,Love & Basketball,0,2000.0,124.0,"Drama,Romance,Sport",37,4,4,20000000,27728118
192266,tt0199753,movie,Red Planet,Red Planet,0,2000.0,106.0,"Action,Sci-Fi,Thriller",40,8,4,80000000,33463969
192507,tt0200027,movie,Riding in Cars with Boys,Riding in Cars with Boys,0,2001.0,132.0,"Biography,Comedy,Drama",40,8,4,48000000,35743308
192905,tt0200465,movie,The Bank Job,The Bank Job,0,2008.0,111.0,"Crime,Thriller",40,8,4,20000000,64822796
192985,tt0200550,movie,Coyote Ugly,Coyote Ugly,0,2000.0,100.0,"Comedy,Drama,Music",40,4,4,45000000,113916474
194647,tt0202402,movie,Whatever It Takes,Whatever It Takes,0,2000.0,94.0,"Comedy,Drama,Romance",40,4,4,15000000,9902115
194713,tt0202470,movie,Rock Star,Rock Star,0,2001.0,105.0,"Drama,Music",40,4,4,57000000,16991902
195190,tt0202989,movie,Intern,The Intern,0,2000.0,90.0,Comedy,39,7,4,35000000,194564672
195209,tt0203009,movie,Moulin Rouge!,Moulin Rouge!,0,2001.0,127.0,"Drama,Musical,Romance",40,8,4,52500000,179213434
195218,tt0203019,movie,Men of Honor,Men of Honor,0,2000.0,129.0,"Biography,Drama",39,4,4,32000000,48814909
196318,tt0204175,movie,Boys and Girls,Boys and Girls,0,2000.0,94.0,"Comedy,Drama,Romance",40,8,4,16000000,20627372
196444,tt0204313,movie,Exorcist: The Beginning,Exorcist: The Beginning,0,2004.0,114.0,"Horror,Mystery,Thriller",38,16,4,80000000,78000586
197045,tt0204946,movie,Bring It On,Bring It On,0,2000.0,98.0,"Comedy,Romance,Sport",40,4,4,28000000,90449929
198291,tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001.0,112.0,"Drama,Music,Romance",39,7,4,13000000,91038276
198329,tt0206314,movie,Joy Ride,Joy Ride,0,2001.0,97.0,"Mystery,Thriller",40,8,4,23000000,36642838
198625,tt0206634,movie,Children of Men,Children of Men,0,2006.0,109.0,"Drama,Sci-Fi,Thriller",40,24,4,76000000,69959751
199160,tt0207201,movie,What Women Want,What Women Want,0,2000.0,127.0,"Comedy,Fantasy,Romance",40,12,4,70000000,374111707
199445,tt0207501,movie,The Guardian,The Guardian,0,2000.0,100.0,"Action,Thriller",40,0,4,70000000,72049619
199905,tt0208003,movie,Big Momma's House,Big Momma's House,0,2000.0,99.0,"Action,Comedy,Crime",40,8,4,30000000,173959438
199991,tt0208092,movie,Snatch,Snatch,0,2000.0,104.0,"Comedy,Crime",40,4,4,10000000,83557872
200822,tt0208988,movie,Get Carter,Get Carter,0,2000.0,102.0,"Action,Crime,Drama",40,8,4,64350000,19412993
200904,tt0209077,movie,Ken Park,Ken Park,0,2002.0,93.0,Drama,31,8,8,1300000,447741
200969,tt0209144,movie,Memento,Memento,0,2000.0,113.0,"Mystery,Thriller",40,8,4,9000000,39723096
200987,tt0209163,movie,The Mummy Returns,The Mummy Returns,0,2001.0,130.0,"Action,Adventure,Fantasy",40,4,4,98000000,433013274
201283,tt0209475,movie,The Wedding Planner,The Wedding Planner,0,2001.0,103.0,"Comedy,Romance",40,8,4,35000000,94728529
201751,tt0209958,movie,The Cell,The Cell,0,2000.0,107.0,"Horror,Sci-Fi,Thriller",40,4,4,33000000,104155843
202146,tt0210382,movie,The Weight of Water,The Weight of Water,0,2000.0,114.0,"Crime,Drama,Mystery",40,12,4,16000000,109130
202315,tt0210567,movie,Beautiful,Beautiful,0,2000.0,112.0,"Comedy,Drama",40,4,4,1500000,56000
202364,tt0210616,movie,Center Stage,Center Stage,0,2000.0,115.0,"Drama,Music,Romance",39,4,4,18000000,17200925
202665,tt0210945,movie,Remember the Titans,Remember the Titans,0,2000.0,113.0,"Biography,Drama,Sport",40,4,4,30000000,136706683
202875,tt0211181,movie,102 Dalmatians,102 Dalmatians,0,2000.0,100.0,"Adventure,Comedy,Family",35,18,4,85000000,183611771
203118,tt0211443,movie,Jason X,Jason X,0,2001.0,91.0,"Action,Horror,Sci-Fi",40,8,4,11000000,16000000
203139,tt0211465,movie,Knockaround Guys,Knockaround Guys,0,2001.0,92.0,"Crime,Drama,Thriller",38,8,8,15000000,12000000
203585,tt0211933,movie,Awake,Awake,0,2007.0,84.0,"Crime,Drama,Mystery",40,4,4,86000000,14373825
203961,tt0212338,movie,Meet the Parents,Meet the Parents,0,2000.0,108.0,"Comedy,Romance",40,16,4,55000000,330444045
203969,tt0212346,movie,Miss Congeniality,Miss Congeniality,0,2000.0,109.0,"Action,Comedy,Crime",40,12,4,45000000,212000000
204330,tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001.0,146.0,"Drama,Sci-Fi",39,11,4,100000000,235926552
204584,tt0212985,movie,Hannibal,Hannibal,0,2001.0,131.0,"Crime,Drama,Thriller",39,12,4,87000000,351692268
204741,tt0213149,movie,Pearl Harbor,Pearl Harbor,0,2001.0,183.0,"Action,Drama,History",40,4,4,140000000,449220945
205357,tt0213790,movie,The Ladies Man,The Ladies Man,0,2000.0,84.0,Comedy,40,12,4,24000000,13700000
206615,tt0215129,movie,Road Trip,Road Trip,0,2000.0,93.0,Comedy,40,8,4,16000000,119754278
207201,tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001.0,131.0,"Drama,History,War",40,8,4,70000000,96976270
207650,tt0216216,movie,The 6th Day,The 6th Day,0,2000.0,123.0,"Action,Mystery,Sci-Fi",40,8,4,82000000,96085477
208343,tt0216949,movie,Nothing But the Truth,Nothing But the Truth,0,2000.0,85.0,Comedy,35,4,3,11500000,186702
208864,tt0217505,movie,Gangs of New York,Gangs of New York,0,2002.0,167.0,"Crime,Drama",40,12,4,100000000,193772504
209101,tt0217756,movie,Ready to Rumble,Ready to Rumble,0,2000.0,107.0,"Comedy,Sport",40,4,4,24000000,12372410
209213,tt0217869,movie,Unbreakable,Unbreakable,0,2000.0,106.0,"Drama,Mystery,Sci-Fi",40,4,4,75000000,248118121
210192,tt0218922,movie,Original Sin,Original Sin,0,2001.0,116.0,"Drama,Mystery,Romance",38,8,4,42000000,35402320
210232,tt0218967,movie,The Family Man,The Family Man,0,2000.0,125.0,"Comedy,Drama,Fantasy",40,8,4,60000000,124745083
210865,tt0219653,movie,Dracula 2000,Dracula 2000,0,2000.0,99.0,"Action,Fantasy,Horror",40,8,4,28000000,33000337
210905,tt0219699,movie,The Gift,The Gift,0,2000.0,112.0,"Drama,Fantasy,Horror",40,8,4,15000000,70987295
211014,tt0219822,movie,Human Nature,Human Nature,0,2001.0,96.0,"Comedy,Drama",40,4,4,6000000,705308
211040,tt0219854,movie,The Kid,The Kid,0,2000.0,104.0,"Comedy,Family,Fantasy",40,4,4,65000000,69700000
211142,tt0219965,movie,Bandits,Bandits,0,2001.0,123.0,"Comedy,Crime,Drama",40,4,4,75000000,67631903
211268,tt0220099,movie,The Tigger Movie,The Tigger Movie,0,2000.0,77.0,"Animation,Comedy,Drama",40,12,4,30000000,45554533
211523,tt0220371,movie,Duplicity,Duplicity,0,2004.0,90.0,Crime,25,1,1,78146652,60000000
211655,tt0220506,movie,Halloween: Resurrection,Halloween: Resurrection,0,2002.0,94.0,"Horror,Thriller",40,16,4,13000000,37664855
212150,tt0221027,movie,Blow,Blow,0,2001.0,124.0,"Biography,Crime,Drama",37,9,4,53000000,83282296
212323,tt0221218,movie,The Glass House,The Glass House,0,2001.0,106.0,"Crime,Drama,Mystery",40,4,4,30000000,23619609
212933,tt0221889,movie,Beautiful Creatures,Beautiful Creatures,0,2000.0,86.0,"Comedy,Crime,Drama",40,4,4,60000000,60052138
213821,tt0222850,movie,The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,0,2000.0,94.0,"Comedy,Drama,Romance",40,4,4,1000000,1744858
214801,tt0223897,movie,Pay It Forward,Pay It Forward,0,2000.0,123.0,Drama,40,8,4,40000000,55707411
215326,tt0224451,movie,21,21,0,2000.0,105.0,"Comedy,Drama,Romance",33,8,4,35000000,69823199
215917,tt0225071,movie,Angel Eyes,Angel Eyes,0,2001.0,102.0,"Drama,Romance",40,4,4,53000000,29700000
217766,tt0227005,movie,Made,Made,0,2001.0,95.0,"Comedy,Crime,Drama",36,4,4,5000000,5476060
218187,tt0227445,movie,The Score,The Score,0,2001.0,124.0,"Crime,Drama,Thriller",40,16,4,68000000,71069884
218277,tt0227538,movie,Spy Kids,Spy Kids,0,2001.0,88.0,"Action,Adventure,Comedy",40,4,4,35000000,147934180
219046,tt0228333,movie,Ghosts of Mars,Ghosts of Mars,0,2001.0,98.0,"Action,Horror,Sci-Fi",40,8,4,28000000,14010832
220600,tt0230011,movie,Atlantis: The Lost Empire,Atlantis: The Lost Empire,0,2001.0,95.0,"Action,Adventure,Animation",40,32,8,120000000,186053725
220617,tt0230030,movie,Bedazzled,Bedazzled,0,2000.0,93.0,"Comedy,Fantasy",40,20,4,48000000,90383208
221171,tt0230600,movie,The Others,The Others,0,2001.0,101.0,"Horror,Mystery,Thriller",40,4,4,17000000,209947037
221402,tt0230838,movie,Sweet November,Sweet November,0,2001.0,119.0,"Drama,Romance",38,10,4,40000000,65754228
221951,tt0231402,movie,Crocodile Dundee in Los Angeles,Crocodile Dundee in Los Angeles,0,2001.0,92.0,"Action,Adventure,Comedy",40,12,4,21150000,39438674
223019,tt0232500,movie,The Fast and the Furious,The Fast and the Furious,0,2001.0,106.0,"Action,Crime,Thriller",35,12,4,38000000,207283925
223613,tt0233142,movie,3000 Miles to Graceland,3000 Miles to Graceland,0,2001.0,125.0,"Action,Comedy,Crime",40,12,4,62000000,18720175
223932,tt0233469,movie,Collateral Damage,Collateral Damage,0,2002.0,108.0,"Action,Drama,Thriller",40,12,4,85000000,78382433
224651,tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003.0,138.0,"Action,Sci-Fi",40,8,8,150000000,738599701
224702,tt0234266,movie,Monte Carlo,Monte Carlo,0,2001.0,85.0,Drama,37,4,4,20000000,17425000
224787,tt0234354,movie,Novocaine,Novocaine,0,2001.0,95.0,"Comedy,Crime,Drama",38,6,4,6000000,2025238
225252,tt0234829,movie,Summer Catch,Summer Catch,0,2001.0,104.0,"Comedy,Drama,Romance",40,8,4,34000000,19693891
226857,tt0236493,movie,The Mexican,The Mexican,0,2001.0,123.0,"Adventure,Comedy,Crime",40,4,4,57000000,147845033
227138,tt0236784,movie,The Tailor of Panama,The Tailor of Panama,0,2001.0,109.0,"Comedy,Drama,Thriller",40,12,4,21000000,28008462
227905,tt0237572,movie,The Pledge,The Pledge,0,2001.0,124.0,"Crime,Drama,Mystery",39,11,4,35000000,29400000
228424,tt0238112,movie,Captain Corelli's Mandolin,Captain Corelli's Mandolin,0,2001.0,131.0,"Drama,Music,Romance",40,8,4,57000000,62112895
228447,tt0238137,movie,Tangled,Tangled,0,2001.0,86.0,"Drama,Thriller",38,10,4,260000000,591794936
228553,tt0238251,movie,Gossip,Gossip,0,2000.0,134.0,"Comedy,Drama",36,4,4,14000000,5108820
228676,tt0238380,movie,Equilibrium,Equilibrium,0,2002.0,107.0,"Action,Drama,Sci-Fi",40,4,4,20000000,5359645
228834,tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002.0,101.0,"Drama,Fantasy,Horror",40,12,4,35000000,45479110
229640,tt0239395,movie,Cats & Dogs,Cats & Dogs,0,2001.0,87.0,"Action,Comedy,Family",40,8,4,60000000,93375151
230176,tt0239948,movie,Saving Silverman,Saving Silverman,0,2001.0,90.0,"Comedy,Crime,Romance",40,8,4,22000000,19351569
230672,tt0240462,movie,Dr. Dolittle 2,Dr. Dolittle 2,0,2001.0,87.0,"Comedy,Family,Fantasy",40,8,4,70000000,176104344
230720,tt0240510,movie,The Four Feathers,The Four Feathers,0,2002.0,132.0,"Action,Adventure,Drama",34,12,4,35000000,29882645
230976,tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001.0,116.0,"Crime,Thriller",40,20,4,85000000,450717150
231091,tt0240890,movie,Serendipity,Serendipity,0,2001.0,90.0,"Comedy,Romance",40,4,4,28000000,77516304
231101,tt0240900,movie,Slackers,Slackers,0,2002.0,86.0,"Comedy,Romance",37,4,4,14000000,6413915
231222,tt0241025,movie,Vanity Fair,Vanity Fair,0,2004.0,141.0,Drama,40,16,4,23000000,16123851
231492,tt0241303,movie,Chocolat,Chocolat,0,2000.0,121.0,"Drama,Romance",40,8,4,25000000,152500343
232357,tt0242193,movie,Bully,Bully,0,2001.0,108.0,"Biography,Crime,Drama",39,11,4,1100000,480811
232601,tt0242445,movie,Exit Wounds,Exit Wounds,0,2001.0,101.0,"Action,Crime,Thriller",38,10,4,50000000,79958599
232802,tt0242653,movie,The Matrix Revolutions,The Matrix Revolutions,0,2003.0,129.0,"Action,Sci-Fi",40,8,8,150000000,424988211
233281,tt0243155,movie,Bridget Jones's Diary,Bridget Jones's Diary,0,2001.0,97.0,"Comedy,Drama,Romance",40,12,4,25000000,281929795
233690,tt0243585,movie,Stuart Little 2,Stuart Little 2,0,2002.0,77.0,"Adventure,Animation,Comedy",40,12,4,120000000,169956806
233756,tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,0,2001.0,97.0,"Comedy,Romance",40,8,4,5000000,295206
234079,tt0244000,movie,American Outlaws,American Outlaws,0,2001.0,94.0,"Action,Western",40,8,4,35000000,13678913
234314,tt0244244,movie,Swordfish,Swordfish,0,2001.0,99.0,"Action,Crime,Thriller",40,4,4,102000000,147080413
235571,tt0245562,movie,Windtalkers,Windtalkers,0,2002.0,134.0,"Action,Drama,War",40,8,4,115000000,77628265
235688,tt0245686,movie,Joe Dirt,Joe Dirt,0,2001.0,91.0,"Adventure,Comedy,Drama",39,8,4,17700000,30987695
236418,tt0246460,movie,Die Another Day,Die Another Day,0,2002.0,133.0,"Action,Adventure,Thriller",40,12,4,140000000,431971116
236422,tt0246464,movie,Big Trouble,Big Trouble,0,2002.0,85.0,"Comedy,Crime,Thriller",40,12,4,40000000,8493890
236496,tt0246544,movie,The Musketeer,The Musketeer,0,2001.0,104.0,"Action,Adventure,Romance",40,8,4,40000000,27053815
236529,tt0246578,movie,Donnie Darko,Donnie Darko,0,2001.0,113.0,"Drama,Mystery,Sci-Fi",40,4,4,6000000,1270522
236578,tt0246628,movie,Focus,Focus,0,2001.0,106.0,"Drama,Romance",39,8,3,50100000,153962963
