,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue
1401052,tt1075636,movie,Blood Ties,Blood Ties,0,2007.0,93.0,Action,17,4,4,25500000,2415472
1401094,tt1075644,movie,Restless,Restless,0,2008.0,100.0,Drama,40,4,4,8000000,163265
1401669,tt1075747,movie,Jonah Hex,Jonah Hex,0,2010.0,81.0,"Action,Drama,Fantasy",40,20,4,47000000,10539000
1401675,tt1075748,movie,Joy,Joy,0,2009.0,90.0,"Comedy,Drama",34,7,8,60000000,101134059
1408006,tt10768678,movie,Boy,Boy,0,2019.0,129.0,"Comedy,Drama",10,1,1,3,43
1410801,tt1077368,movie,Dark Shadows,Dark Shadows,0,2012.0,113.0,"Comedy,Fantasy,Horror",39,12,4,150000000,245527149
1413353,tt10778144,movie,A Christmas Carol,A Christmas Carol,0,2019.0,73.0,Comedy,27,5,4,200000000,325233863
1417698,tt1078588,movie,My Sister's Keeper,My Sister's Keeper,0,2009.0,109.0,"Drama,Family",38,12,4,30000000,95714875
1419499,tt1078912,movie,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,0,2009.0,105.0,"Adventure,Comedy,Family",40,8,4,150000000,413106170
1419643,tt1078940,movie,Couples Retreat,Couples Retreat,0,2009.0,113.0,Comedy,40,12,4,70000000,171844840
1425776,tt1080016,movie,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,0,2009.0,94.0,"Adventure,Animation,Comedy",40,29,8,90000000,886686817
1442204,tt1082868,movie,Quarantine,Quarantine,0,2008.0,89.0,"Action,Horror,Sci-Fi",40,20,4,12000000,40855419
1442310,tt1082886,movie,The Wackness,The Wackness,0,2008.0,99.0,"Comedy,Drama,Romance",40,4,4,6000000,2899975
1445010,tt10833600,movie,Love,Love,0,2004.0,165.0,Romance,32,4,4,3500000,695269
1445565,tt1083456,movie,Fired Up!,Fired Up!,0,2009.0,90.0,"Comedy,Sport",40,4,4,20000000,18599102
1454342,tt1084972,movie,Wanted,Wanted,0,2009.0,147.0,"Action,Thriller",40,28,4,75000075,258270142
1457265,tt1085492,movie,The Prince,The Prince,0,2014.0,93.0,"Action,Thriller",40,8,4,18000000,266586800
1458612,tt10857276,movie,Tommy,Tommy,0,2015.0,105.0,Comedy,25,0,4,5000000,34251525
1464651,tt1086772,movie,Blended,Blended,0,2014.0,117.0,"Comedy,Romance",40,8,4,40000000,123494610
1465649,tt10869474,movie,Safe,Safe,0,2019.0,144.0,"Action,Crime,Thriller",31,1,4,30000000,40346186
1473039,tt10882188,movie,U Turn,U Turn,0,2019.0,146.0,"Crime,Drama,Horror",37,12,4,19000000,6682098
1476740,tt10888642,movie,Wanted,Wanted,0,2018.0,158.0,Drama,11,0,1,75000075,258270142
1490172,tt1091191,movie,Lone Survivor,Lone Survivor,0,2013.0,121.0,"Action,Biography,Drama",38,10,4,40000000,149295601
1490402,tt1091232,movie,Not Fade Away,Not Fade Away,0,2008.0,110.0,Drama,22,2,2,20000000,610792
1493167,tt1091722,movie,Adventureland,Adventureland,0,2009.0,107.0,"Comedy,Drama,Romance",40,4,4,9500000,17164377
1494419,tt10919444,movie,Deception,Deception,0,2016.0,120.0,Crime,26,4,4,25000000,17741298
1494898,tt1092026,movie,Paul,Paul,0,2011.0,104.0,"Adventure,Comedy,Sci-Fi",40,8,4,40000000,97552050
1499804,tt10928902,movie,Dragonfly,Dragonfly,0,2019.0,15.0,"Comedy,Drama",35,4,4,60000000,52322400
1502419,tt1093357,movie,The Darkest Hour,The Darkest Hour,0,2011.0,89.0,"Action,Adventure,Horror",36,8,4,30000000,64626786
1505573,tt1093908,movie,Confessions of a Shopaholic,Confessions of a Shopaholic,0,2009.0,104.0,"Comedy,Romance",40,16,4,40000000,108332743
1507533,tt10942512,movie,The Guardian,The Guardian,0,2019.0,80.0,Drama,12,0,0,70000000,72049619
1512823,tt1095174,movie,New in Town,New in Town,0,2009.0,97.0,"Comedy,Romance",40,8,4,8000000,29010817
1513058,tt1095217,movie,Bad Lieutenant: Port of Call New Orleans,The Bad Lieutenant: Port of Call - New Orleans,0,2009.0,122.0,"Crime,Drama",40,4,4,25000000,10589102
1519860,tt10963930,movie,Shattered,Shattered,0,2014.0,87.0,Crime,35,4,4,22000000,11511031
1536173,tt1099212,movie,Twilight,Twilight,0,2008.0,122.0,"Drama,Fantasy,Romance",40,8,4,37000000,392616625
1541287,tt1100089,movie,Foxcatcher,Foxcatcher,0,2014.0,134.0,"Biography,Drama,Sport",40,8,4,24000000,12096300
1541458,tt1100119,movie,Shorts,Shorts,0,2009.0,89.0,"Comedy,Family,Fantasy",40,8,4,40000000,28972508
1558947,tt1103153,movie,Killers,Killers,0,2010.0,100.0,"Action,Comedy,Romance",40,8,4,75000000,98159963
1559654,tt1103275,movie,Two Lovers,Two Lovers,0,2008.0,110.0,"Drama,Romance",40,8,4,12000000,3148182
1563773,tt1103982,movie,The Girlfriend Experience,The Girlfriend Experience,0,2009.0,77.0,Drama,37,8,4,1700000,1007962
1563885,tt1104001,movie,TRON: Legacy,Tron,0,2010.0,125.0,"Action,Adventure,Sci-Fi",39,24,3,17000000,33000000
1571097,tt11052558,movie,The Walk,The Walk,0,2020.0,92.0,Drama,27,6,5,35000000,61181942
1573832,tt1105733,movie,Kismat Konnection,Kismat Konnection,0,2008.0,153.0,"Comedy,Drama,Romance",38,18,4,4180000,11000000
1580386,tt1106860,movie,Ca$h,Ca$h,0,2010.0,108.0,"Crime,Thriller",39,4,4,7000000,46488
1583044,tt1107319,movie,Dirty Girl,Dirty Girl,0,2010.0,90.0,"Comedy,Drama",38,4,4,4000000,55125
1588465,tt11082644,movie,Stand by Me,Stand by Me,0,2019.0,103.0,"Comedy,Romance",36,8,4,8000000,52287000
1596327,tt1109624,movie,Paddington,Paddington,0,2014.0,95.0,"Adventure,Comedy,Family",40,12,4,55000000,259207227
1605622,tt1111235,movie,Trance,Trance,0,2010.0,83.0,Horror,40,4,4,20000000,24261569
1614167,tt11127256,movie,Choke,Choke,0,2020.0,73.0,"Horror,Thriller",32,4,4,3000000,3830137
1625288,tt1114677,movie,Hannah Montana: The Movie,Hannah Montana: The Movie,0,2009.0,102.0,"Comedy,Drama,Family",40,16,4,35000000,155545279
1625644,tt1114740,movie,Paul Blart: Mall Cop,Paul Blart: Mall Cop,0,2009.0,91.0,"Action,Comedy,Crime",39,8,4,26000000,183293131
1640156,tt11172868,movie,Unbreakable,Unbreakable,0,2019.0,119.0,"Drama,Romance",40,0,4,75000000,248118121
1644043,tt1117976,movie,Hide and Seek,Hide and Seek,0,2007.0,103.0,"Horror,Thriller",40,4,4,25000000,122644820
1653371,tt1119646,movie,The Hangover,The Hangover,0,2009.0,100.0,Comedy,40,8,4,35000000,459270619
1658266,tt11205260,movie,The Outsiders,The Outsiders,0,2018.0,119.0,"Drama,Romance",40,0,4,10000000,25697647
1660829,tt1120985,movie,Blue Valentine,Blue Valentine,0,2010.0,112.0,"Drama,Romance",40,12,4,1000000,12355734
1661474,tt1121096,movie,Seventh Son,Seventh Son,0,2014.0,102.0,"Action,Adventure,Fantasy",37,13,4,95000000,114178613
1666078,tt1121931,movie,Crank: High Voltage,Crank: High Voltage,0,2009.0,96.0,"Action,Thriller",40,8,8,20000000,34560577
1677898,tt1124035,movie,The Ides of March,The Ides of March,0,2011.0,101.0,"Drama,Thriller",40,12,4,12500000,75993061
1685450,tt11253764,movie,People Like Us,People Like Us,0,2017.0,60.0,Drama,21,4,2,16000000,12434778
1685534,tt1125390,movie,Sleeper,Sleeper,0,2008.0,50.0,Thriller,28,8,8,2000000,18344729
1688133,tt1125849,movie,The Wrestler,The Wrestler,0,2008.0,109.0,"Drama,Sport",40,4,4,6000000,44703995
1692329,tt1126590,movie,Big Eyes,Big Eyes,0,2014.0,106.0,"Biography,Crime,Drama",40,8,4,10000000,28883511
1692335,tt1126591,movie,Burlesque,Burlesque,0,2010.0,119.0,"Drama,Music,Musical",40,4,4,55000000,89519773
1692482,tt1126618,movie,Morning Glory,Morning Glory,0,2010.0,107.0,"Comedy,Drama,Romance",40,4,4,40000000,58785180
1695641,tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009.0,99.0,"Horror,Thriller",40,8,4,30000000,90842646
1696926,tt11274102,movie,Margaret,Margaret,0,2019.0,114.0,Drama,18,0,1,14000000,46495
1708351,tt1129423,movie,Fireproof,Fireproof,0,2008.0,122.0,"Drama,Fantasy,Romance",36,8,4,500000,33456317
1708458,tt1129442,movie,Transporter 3,Transporter 3,0,2008.0,104.0,"Action,Thriller",40,8,4,30000000,108979549
1708476,tt1129445,movie,Amelia,Amelia,0,2009.0,111.0,"Adventure,Biography,Drama",36,12,4,40000000,19258519
1712010,tt11300602,movie,Trapped,Trapped,0,2019.0,75.0,Drama,15,1,8,30000000,6916869
1712132,tt1130080,movie,The Informant!,The Informant!,0,2009.0,108.0,"Biography,Comedy,Crime",39,8,4,22000000,35424826
1716696,tt1130884,movie,Shutter Island,Shutter Island,0,2010.0,138.0,"Mystery,Thriller",40,8,4,80000000,294804195
1721538,tt1131729,movie,Pirate Radio,The Boat That Rocked,0,2009.0,135.0,"Comedy,Drama,Music",40,4,4,50000000,36348784
1721565,tt1131734,movie,Jennifer's Body,Jennifer's Body,0,2009.0,102.0,"Comedy,Horror",40,4,4,16000000,31556061
1724528,tt11322436,movie,The Quiet,The Quiet,0,2019.0,136.0,Drama,16,4,4,900000,381420
1725689,tt1132449,movie,Lay the Favorite,Lay the Favorite,0,2012.0,94.0,"Comedy,Drama,Romance",37,5,4,26350000,1576687
1726713,tt1132626,movie,Saw V,Saw V,0,2008.0,92.0,"Fantasy,Horror,Mystery",40,8,4,10800000,113857533
1734495,tt1133985,movie,Green Lantern,Green Lantern,0,2011.0,114.0,"Action,Adventure,Sci-Fi",40,16,4,200000000,219851172
1739481,tt1134854,movie,Survival of the Dead,Survival of the Dead,0,2009.0,90.0,"Comedy,Drama,Horror",38,4,4,4000000,143191
1740774,tt1135084,movie,Takers,Takers,0,2010.0,107.0,"Action,Crime,Thriller",36,13,4,32000000,69055695
1743109,tt1135487,movie,Duplicity,Duplicity,0,2009.0,125.0,"Comedy,Crime,Romance",40,4,4,78146652,60000000
1743200,tt1135503,movie,Julie & Julia,Julie & Julia,0,2009.0,123.0,"Biography,Drama,Romance",40,16,4,40000000,129540499
1745898,tt1135985,movie,Sex Drive,Sex Drive,0,2008.0,109.0,"Comedy,Romance",37,9,4,19000000,18755936
1749486,tt1136608,movie,District 9,District 9,0,2009.0,112.0,"Action,Sci-Fi,Thriller",39,8,4,30000000,210819611
1754283,tt1137450,movie,Death Wish,Death Wish,0,2018.0,107.0,"Action,Crime,Drama",40,12,4,3000000,22000000
1764716,tt1139282,movie,Stolen,Stolen Lives,0,2009.0,91.0,"Crime,Drama,Mystery",39,4,3,2000000,7306
1764982,tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010.0,128.0,"Drama,Mystery,Thriller",40,8,4,45000000,60222298
1766891,tt1139668,movie,The Unborn,The Unborn,0,2009.0,88.0,"Drama,Horror,Mystery",40,4,4,16000000,76514050
1782317,tt1142433,movie,Post Grad,Post Grad,0,2009.0,88.0,"Comedy,Romance",39,4,3,15000000,6405245
1783184,tt1142579,movie,Truth,Truth,0,2007.0,90.0,Drama,26,4,4,9600000,2541554
1784766,tt11428618,movie,Boomerang,Boomerang,0,2018.0,76.0,Drama,13,0,1,40000000,70100000
1785428,tt1142977,movie,Frankenweenie,Frankenweenie,0,2012.0,87.0,"Animation,Comedy,Family",40,12,4,39000000,81491068
1785491,tt1142988,movie,The Ugly Truth,The Ugly Truth,0,2009.0,96.0,"Comedy,Romance",35,10,4,38000000,205298907
1796303,tt1144884,movie,The Final Destination,The Final Destination,0,2009.0,82.0,"Fantasy,Horror,Thriller",40,8,4,40000000,186167139
1815325,tt1148204,movie,Orphan,Orphan,0,2009.0,123.0,"Horror,Mystery,Thriller",40,8,4,20000000,41596251
1823254,tt1149582,movie,Brave,Brave,0,2007.0,92.0,Action,31,4,7,185000000,538983207
1833503,tt1151359,movie,Leaves of Grass,Leaves of Grass,0,2009.0,105.0,"Comedy,Crime,Drama",38,4,4,9000000,985117
1839558,tt1152398,movie,Beastly,Beastly,0,2011.0,86.0,"Drama,Fantasy,Romance",37,5,4,17000000,43165571
1842066,tt1152830,movie,The Joneses,The Joneses,0,2011.0,117.0,"Comedy,Drama",30,7,4,10000000,7022728
1842101,tt1152836,movie,Public Enemies,Public Enemies,0,2009.0,140.0,"Biography,Crime,Drama",39,16,4,80000000,214104620
1854910,tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009.0,105.0,"Comedy,Romance",40,8,4,41000000,91636986
1855023,tt1155076,movie,The Karate Kid,The Karate Kid,0,2010.0,140.0,"Action,Drama,Family",40,8,4,48000000,448667953
1862643,tt1156398,movie,Zombieland,Zombieland,0,2009.0,88.0,"Adventure,Comedy,Fantasy",37,8,1,23600000,102391382
1868803,tt11574866,movie,A Cry in the Dark,A Cry in the Dark,0,2020.0,120.0,Drama,37,0,1,15000000,6908797
1869464,tt11576058,movie,Labyrinth,Labyrinth,0,2019.0,82.0,"Crime,Drama,Mystery",37,4,1,25000000,12729917
1885188,tt1160368,movie,12 Rounds,12 Rounds,0,2009.0,108.0,"Action,Crime,Thriller",39,4,4,20000000,17280326
1893679,tt1161864,movie,The Rite,The Rite,0,2011.0,114.0,"Drama,Horror,Mystery",39,7,4,37000000,96047633
1917902,tt1166100,movie,Ghajini,Ghajini,0,2008.0,186.0,"Action,Drama,Mystery",40,16,4,9100000,76000000
1929309,tt11680986,movie,Pulse,Pulse,0,2020.0,100.0,"Drama,Sport",33,5,1,38000000,29907685
1942162,tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013.0,161.0,"Adventure,Fantasy",40,20,4,250000000,958400000
1942349,tt1170391,movie,Beautiful,Beautiful,0,2009.0,97.0,"Drama,Thriller",40,4,4,1500000,56000
1942401,tt1170400,movie,Kids,Kids,0,2008.0,109.0,"Drama,Fantasy",40,8,4,1500000,7412216
1942828,tt11704760,movie,Weekend,Weekend,0,2020.0,110.0,Comedy,29,4,4,8000,469947
1947166,tt1171222,movie,Baggage Claim,Baggage Claim,0,2013.0,96.0,"Comedy,Romance",40,4,4,8500000,22456509
1950525,tt11718078,movie,Captivity,Captivity,0,2020.0,56.0,"Adventure,Comedy,Drama",22,0,4,17000000,2626800
1951977,tt1172060,movie,It's Alive,It's Alive,0,2009.0,80.0,"Horror,Sci-Fi",39,12,4,11000000,15500000
1952974,tt1172233,movie,Whip It,Whip It,0,2009.0,111.0,"Drama,Sport",40,4,4,15000000,16633035
1957058,tt1172952,movie,Beautiful,Beautiful,0,2007.0,83.0,Drama,16,2,1,1500000,56000
1957272,tt1172991,movie,The Company Men,The Company Men,0,2010.0,104.0,Drama,40,4,4,15000000,4882577
1967246,tt1174730,movie,City Island,City Island,0,2009.0,104.0,"Comedy,Drama",40,4,4,6000000,6670712
1967257,tt1174732,movie,An Education,An Education,0,2009.0,100.0,Drama,40,8,4,7500000,26096852
1968482,tt11749480,movie,Shooter,Shooter,0,2020.0,143.0,Action,16,0,1,61000000,95696996
1968777,tt11750002,movie,Dracula,Dracula,0,2020.0,42.0,Horror,12,4,4,40000000,215862692
1971594,tt1175491,movie,W.,W.,0,2008.0,129.0,"Biography,Comedy,Drama",40,4,4,25100000,29506464
1971683,tt1175506,movie,Me and Orson Welles,Me and Orson Welles,0,2008.0,114.0,"Comedy,Drama",35,7,4,25000000,2336172
1978787,tt1176740,movie,Away We Go,Away We Go,0,2009.0,98.0,"Comedy,Drama,Romance",39,7,4,17000000,14899417
1989778,tt1178665,movie,A Walk in the Woods,A Walk in the Woods,0,2015.0,104.0,"Adventure,Biography,Comedy",40,12,4,8000000,35991087
1991922,tt1179034,movie,From Paris with Love,From Paris with Love,0,2010.0,92.0,"Action,Crime,Thriller",40,8,4,52000000,52615806
1992041,tt1179056,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,2010.0,95.0,"Crime,Drama,Horror",40,12,4,36800000,141168550
1996861,tt1179891,movie,My Bloody Valentine,My Bloody Valentine,0,2009.0,101.0,"Horror,Mystery,Thriller",38,14,4,17200000,100734718
1996935,tt1179904,movie,Paranormal Activity,Paranormal Activity,0,2007.0,86.0,"Horror,Mystery,Thriller",22,4,4,15000,193355800
2006686,tt1181614,movie,Wuthering Heights,Wuthering Heights,0,2011.0,129.0,"Drama,Romance",33,12,4,8000000,100915
2010908,tt1182345,movie,Moon,Moon,0,2009.0,97.0,"Drama,Mystery,Sci-Fi",37,8,4,5000000,9760104
2016155,tt1183251,movie,Beyond a Reasonable Doubt,Beyond a Reasonable Doubt,0,2009.0,106.0,"Crime,Drama,Mystery",40,8,4,25000000,4388563
2020829,tt11840572,movie,Ultraviolet,Ultraviolet,0,2019.0,78.0,Drama,2,1,1,30000000,31070211
2026775,tt11850870,movie,The Interview,The Interview,0,2021.0,70.0,Drama,27,8,4,44000000,11305175
2031081,tt1185834,movie,Star Wars: The Clone Wars,Star Wars: The Clone Wars,0,2008.0,98.0,"Action,Adventure,Animation",40,16,4,8500000,68282844
2034162,tt1186367,movie,Ninja Assassin,Ninja Assassin,0,2009.0,99.0,"Action,Thriller",40,8,4,40000000,60462347
2036789,tt1186830,movie,Agora,Agora,0,2009.0,127.0,"Adventure,Biography,Drama",40,8,4,70000000,39041505
2038030,tt1187043,movie,3 Idiots,3 Idiots,0,2009.0,170.0,"Comedy,Drama",40,16,4,9000000,70000000
2047720,tt1188729,movie,Pandorum,Pandorum,0,2009.0,108.0,"Action,Horror,Mystery",40,8,4,33000000,20645327
2051262,tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011.0,118.0,"Crime,Drama,Thriller",40,8,4,40000000,85412898
2055523,tt1190080,movie,2012,2012,0,2009.0,158.0,"Action,Adventure,Sci-Fi",40,8,4,200000000,769653595
2055812,tt1190130,movie,Love,Love,0,2008.0,102.0,"Drama,Romance",35,4,4,3500000,695269
2058157,tt1190536,movie,Black Dynamite,Black Dynamite,0,2009.0,84.0,"Action,Comedy",36,12,4,2900000,296557
2061465,tt1191111,movie,Enter the Void,Enter the Void,0,2009.0,161.0,"Drama,Fantasy",38,8,4,13000000,754249
2070248,tt1192628,movie,Rango,Rango,0,2011.0,107.0,"Adventure,Animation,Comedy",40,12,4,135000000,245724603
2073214,tt1193138,movie,Up in the Air,Up in the Air,0,2009.0,109.0,"Comedy,Drama,Romance",40,12,4,25000000,163670000
2076047,tt1193631,movie,Step Up 3D,Step Up 3D,0,2010.0,107.0,"Drama,Music,Romance",40,12,4,30000000,159291809
2079184,tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012.0,135.0,"Action,Adventure,Thriller",40,12,4,130000000,276572938
2080614,tt1194417,movie,Casino Jack,Casino Jack,0,2010.0,108.0,"Biography,Comedy,Crime",40,4,4,12500000,1083683
2086654,tt1195478,movie,The Five-Year Engagement,The Five-Year Engagement,0,2012.0,124.0,"Comedy,Romance",40,8,4,30000000,53909751
2090467,tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,0,2010.0,120.0,"Comedy,Drama,Family",40,20,4,15000000,75700498
2091626,tt1196340,movie,Inhale,Inhale,0,2010.0,83.0,"Drama,Thriller",37,11,4,10000000,55089
2095075,tt1196939,movie,Gracie,Gracie,0,2015.0,71.0,"Crime,Drama,Fantasy",31,4,4,9000000,2955039
2099052,tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,0,2009.0,109.0,"Action,Crime,Drama",40,4,4,53000000,126690726
2102041,tt1198138,movie,Obsessed,Obsessed,0,2009.0,108.0,"Drama,Romance,Thriller",40,4,4,20000000,73830340
2109678,tt1199472,movie,Heist,Heist,0,2009.0,90.0,"Action,Crime",40,4,8,43900000,50136
2119236,tt1201167,movie,Funny People,Funny People,0,2009.0,146.0,"Comedy,Drama",40,4,4,75000000,61458982
2121687,tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011.0,130.0,"Adventure,Drama,Fantasy",40,8,4,125000000,1327817822
2137339,tt1204342,movie,The Muppets,The Muppets,0,2011.0,120.0,"Adventure,Comedy,Family",40,12,4,45000000,165184237
2140958,tt1204975,movie,Last Vegas,Last Vegas,0,2013.0,105.0,"Comedy,Drama",39,4,4,28000000,134402450
2140970,tt1204977,movie,Ouija,Ouija,0,2014.0,89.0,"Horror,Mystery,Thriller",40,8,4,5000000,102529779
2142927,tt12053158,movie,Brainstorm,Brainstorm,0,2002.0,47.0,Sport,14,4,4,15000000,10219460
2143914,tt1205489,movie,Gran Torino,Gran Torino,0,2008.0,116.0,Drama,37,5,4,33000000,269958228
2144186,tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014.0,105.0,"Action,Drama,Thriller",40,12,4,60000000,50549107
2145393,tt12057442,movie,Hamlet,Hamlet,0,2017.0,108.0,Drama,28,12,4,2000000,22279200
2149929,tt1206543,movie,Out of the Furnace,Out of the Furnace,0,2013.0,116.0,"Action,Crime,Drama",40,8,4,22000000,15400000
2154047,tt12072700,movie,Stardust,Stardust,0,2020.0,88.0,Drama,2,0,2,70000000,135560026
2159372,tt12081852,movie,Bulletproof,Bulletproof,0,2000.0,40.0,Sport,22,8,0,25000000,22611954
2159628,tt12082292,movie,Colors,Colors,0,2020.0,18.0,Drama,3,1,1,6000000,46616067
2170042,tt1210042,movie,Brooklyn's Finest,Brooklyn's Finest,0,2009.0,132.0,"Crime,Drama,Thriller",40,4,4,17000000,29536299
2170747,tt1210166,movie,Moneyball,Moneyball,0,2011.0,133.0,"Biography,Drama,Sport",40,16,4,50000000,110206216
2173286,tt12106146,movie,Bound,Bound,0,2017.0,45.0,Drama,17,0,1,4500000,7011317
2174477,tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013.0,150.0,"Action,Adventure,Comedy",40,12,4,255000000,89289910
2181001,tt1211956,movie,Escape Plan,Escape Plan,0,2013.0,115.0,"Action,Thriller",40,8,4,50000000,122915111
2183626,tt1212419,movie,Hereafter,Hereafter,0,2010.0,129.0,"Drama,Fantasy,Romance",39,4,4,50000000,105197635
2183804,tt1212450,movie,Lawless,Lawless,0,2012.0,116.0,"Crime,Drama",38,6,4,26000000,53676580
2187036,tt1213012,movie,Alpha and Omega,Alpha and Omega,0,2010.0,90.0,"Adventure,Animation,Comedy",40,8,8,20000000,39300000
2188196,tt12132174,movie,Fury,Fury,0,2005.0,79.0,Horror,10,6,6,68000000,211817906
2190628,tt1213644,movie,Disaster Movie,Disaster Movie,0,2008.0,87.0,Comedy,40,8,8,25000000,14109284
2190650,tt1213648,movie,London Boulevard,London Boulevard,0,2010.0,103.0,"Crime,Drama",40,8,4,25000000,4644108
2198062,tt1214962,movie,Seeking Justice,Seeking Justice,0,2011.0,105.0,"Action,Crime,Drama",39,7,4,17000000,12355798
2206615,tt1216475,movie,Cars 2,Cars 2,0,2011.0,106.0,"Adventure,Animation,Comedy",40,16,8,200000000,559852396
2206707,tt1216491,movie,Kill the Messenger,Kill the Messenger,0,2014.0,112.0,"Biography,Crime,Drama",37,9,4,5000000,2450846
2206713,tt1216492,movie,Leap Year,Leap Year,0,2010.0,100.0,"Comedy,Romance",40,8,4,19000000,29922472
2210852,tt1217209,movie,Brave,Brave,0,2012.0,93.0,"Adventure,Animation,Comedy",40,16,12,185000000,538983207
2212462,tt12174896,movie,The Double,The Double,0,2018.0,57.0,"Fantasy,Sci-Fi",28,0,4,17000000,3896638
2215500,tt12180204,movie,The Invisible,The Invisible,0,2019.0,89.0,"Mystery,Thriller",35,0,4,30000000,26810113
2222730,tt1219289,movie,Limitless,Limitless,0,2011.0,105.0,"Sci-Fi,Thriller",38,6,4,27000000,161849455
2223037,tt1219342,movie,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,0,2010.0,97.0,"Action,Adventure,Animation",39,11,4,80000000,140073390
2223065,tt12193476,movie,Down,Down,0,2020.0,76.0,"Comedy,Drama,Romance",9,2,2,15000000,163169
2227925,tt1220198,movie,The Fourth Kind,The Fourth Kind,0,2009.0,98.0,"Horror,Mystery,Sci-Fi",40,8,4,10000000,42333295
2230335,tt1220628,movie,I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,0,2009.0,105.0,Comedy,35,6,4,7000000,1429299
2230367,tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010.0,96.0,"Action,Adventure,Horror",40,4,4,60000000,296221663
2231844,tt1220888,movie,Henry's Crime,Henry's Crime,0,2010.0,108.0,"Comedy,Crime,Drama",40,12,4,12000000,204940
2233282,tt12211406,movie,One Day,One Day,0,2020.0,100.0,"Drama,Romance",11,3,1,15000000,59389433
2237830,tt1221932,movie,Abduction,Abduction,0,2009.0,108.0,"Horror,Thriller",23,4,4,35000000,82087155
2242842,tt1222817,movie,Zookeeper,Zookeeper,0,2011.0,102.0,"Comedy,Family,Fantasy",40,20,4,80000000,169852759
2257040,tt1225292,movie,Insidious,Insidious,0,2008.0,96.0,"Drama,Mystery,Romance",31,4,4,1500000,97009150
2257909,tt12254438,movie,The Gift,The Gift,0,2020.0,82.0,Drama,32,4,4,15000000,70987295
2260072,tt1225822,movie,Extract,Extract,0,2009.0,92.0,"Comedy,Crime,Romance",40,4,4,8000000,10848783
2262425,tt1226229,movie,Get Him to the Greek,Get Him to the Greek,0,2010.0,109.0,"Comedy,Music",40,8,4,40000000,90029656
2262664,tt1226273,movie,Edge of Darkness,Edge of Darkness,0,2010.0,117.0,"Action,Crime,Drama",40,12,4,80000000,74901339
2265427,tt1226753,movie,The Debt,The Debt,0,2010.0,113.0,"Drama,Thriller",40,20,4,20000000,45636368
2276619,tt1228705,movie,Iron Man 2,Iron Man 2,0,2010.0,124.0,"Action,Adventure,Sci-Fi",40,20,4,200000000,623933331
2278030,tt1228953,movie,Big Fan,Big Fan,0,2009.0,88.0,"Comedy,Crime,Drama",34,4,4,250000,232732
2278228,tt1228987,movie,Let Me In,Let Me In,0,2010.0,116.0,"Drama,Fantasy,Horror",40,8,4,20000000,24145613
2279683,tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011.0,132.0,"Action,Adventure,Thriller",40,12,4,145000000,694713380
2280276,tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0,2013.0,119.0,Comedy,40,8,4,50000000,173649015
2285311,tt1230215,movie,Not Fade Away,Not Fade Away,0,2012.0,112.0,Drama,33,4,4,20000000,610792
2286456,tt1230414,movie,It's Complicated,It's Complicated,0,2009.0,120.0,"Comedy,Drama,Romance",40,4,4,85000000,219103655
2291434,tt1231277,movie,S. Darko,S. Darko,0,2009.0,103.0,"Drama,Mystery,Sci-Fi",40,8,4,4000000,4100000
2293187,tt1231580,movie,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,0,2009.0,88.0,"Animation,Comedy,Family",40,16,4,75000000,443140005
2293203,tt1231583,movie,Due Date,Due Date,0,2010.0,95.0,"Comedy,Drama",40,16,4,65000000,211780824
2293225,tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010.0,101.0,"Comedy,Sci-Fi",38,10,4,36000000,64572262
2296731,tt1232200,movie,That's My Boy,That's My Boy,0,2012.0,116.0,Comedy,40,4,4,70000000,58058367
2300024,tt1232776,movie,Fish Tank,Fish Tank,0,2009.0,123.0,Drama,37,4,4,3000000,2357852
